Ax,Ay,Az,Wx,Wy,Wz
-7.610235454887218,-3.007808024436094,3.427499523496239,-0.3404800056390974,0.09100281860902257,-0.23454154981203024
7.703702321865451,1.8881340374617723,9.910111312691134,3.166512036697248,0.4032427003058105,1.0799559564220171
-6.241957876172618,2.5813267523452104,9.997085568480298,3.3122919540337716,-2.269929371482182,-2.058037291744841
-10.394480367521371,3.622675604700854,-0.07211305982905987,-0.8624635427350424,-1.4382933568376064,-0.9945251730769238
-5.413195321315255,3.936122180559574,4.721622583501594,0.3967427107008944,-0.34721083472743025,0.11728257686760886
-0.6176434587706151,-0.6787826469265366,2.3970159670164874,-3.0472963095952053,0.4830198725637191,-0.024631359070464768
2.4429673854692244,8.724704543390514,2.0152228279515616,0.07746563975782028,-0.08075300655903128,0.00014351765893036957
12.630357337116457,-7.1520293253467955,1.6615027725935272,-3.331543453551912,3.0449360882723897,-7.05317671248425
5.8677137109795545,3.692283219052738,16.332343607642642,1.3973075452099037,1.0414113966630778,2.5262329773950465
-0.6286116110695587,5.565085540762899,0.6400034038893043,3.104834756170534,1.313149086761408,-1.475052925205686
4.179485367943549,-2.0219981300403225,-6.725289935483869,7.996982357862893,0.33571716330645185,-2.836665231854844
7.372758908978081,-8.74434162432766,10.746479698386429,-3.167921527099715,-0.5519998374017384,-6.210152774513866
-2.584614976353454,3.9753597554449254,6.0909805283136365,-0.4512035370255134,0.800010405724955,1.0894713472308633
2.778256476966292,1.2177500533707852,-2.125900708426968,-0.4664890606741581,0.002004601123595511,-0.37402722584269676
-21.141776734761123,-18.40067140527183,-6.267674739703462,-6.837049041186171,-2.644630397034596,-2.6734192668863255
-1.5480103342857137,-1.1957164600000005,-5.02468445333333,1.5935547047619065,-3.532443241904762,-2.1353632561904767
12.874313131168833,-4.048178419480529,5.117740015584417,0.013525523376623378,0.10352879350649352,3.0330082246753256
-1.3190316197183098,7.421346209507034,-4.868147836854458,0.9073201197183096,-0.30439714495305176,0.11338985798122063
-4.832872844505883,1.5689818686938497,16.868757260539056,0.6501560912232217,-1.9005037249481687,-3.747294485141675
16.869809685871108,-5.425013212620026,5.146935025377238,0.3187299663923181,0.510974447187929,-0.5803016440329226
0.2347627413294803,-1.1490092608381501,10.505402483381504,-2.4093977052023132,-0.29345690028901755,-2.827050545520227
8.21674238608198,0.04977700667302197,5.469459587225932,-1.8048423689227828,-2.0536466110581486,4.520787790276444
4.059236819745214,-13.741582736942682,-0.5276847509554128,1.609503109554139,2.5041979050955425,-5.368275931210183
-17.730068313370463,-13.532505604456826,-0.23942080222841228,-4.219982388579387,-3.8212260682451284,4.091681874651808
8.807188446115282,-3.091396948621559,-2.7142292769423544,-3.636963691102755,3.0641216347117837,-4.589289342105261
0.1928715794320797,6.709920499616278,-1.0083897168073679,-2.9231212110514124,-1.383773057559477,2.0481782409823452
-13.963638297738685,-7.4192262575376935,2.686640902010053,-0.7860199158291452,-3.0573037701005044,4.601166943467333
2.010246688888889,3.102409787439611,21.733287120772932,-1.5777555748792278,0.9698360096618351,2.337086679227057
4.48063672504091,-3.0913154144026205,5.175484971849425,-1.3089859148936145,0.18330790278232417,-1.902131484451715
9.332954657363421,-11.130502330166268,-11.994872650237538,3.523114637173399,3.222575241092634,-5.758288817695967
-2.9667742127236627,1.4455711742876087,0.9382548972829693,7.322104027833005,-0.3518283492379059,-5.0501521497680555
-9.675865327124571,-6.5020857485448325,-5.399857783469147,-0.5724852305005818,-2.152205399301513,-3.842023075669383
1.448931763865068,-0.8646214391080613,0.19877436020583183,2.4484538667810183,-2.9045217141223647,0.5992656340766155
-13.972861575620778,-14.276837186230232,-5.2137072652370176,-3.801314420993224,-2.2912067099322786,-3.722794693002257
-3.5196857456597272,-9.625194555989603,-2.9408374648437485,7.4544541375868185,2.4234528624132006,-0.948191494357639
1.910103221147197,7.661047341395994,4.962532565537894,0.12208800391614824,-0.027996783460032173,0.022957361898180116
-2.0472802067340075,2.8065296356902385,13.948671187205406,-3.433306261952865,1.777883251851852,1.7030903090909106
3.1092859716902543,0.593066123646961,9.275272911740204,0.43216502581182237,-0.1301462568692756,-0.31047501748542866
5.330275503999995,1.7073195440000006,0.6621864997333337,4.389233994666664,-1.027372480000001,-2.019571300266665
5.4898214900523605,2.6134224202443286,7.412247959511352,0.3354591120418846,0.17761782024432832,-0.24842103455497344
6.773699543639064,-2.478304928254443,7.91368688905324,0.677537758505917,-0.48794117603550313,-5.85061886945265
9.932010336605092,-0.8384863221709006,5.246120230080829,-0.18255575606235486,0.4959499517898376,-1.403174237297922
-4.607831448519035,-5.0978563681241225,3.2813969322990144,1.64747115232722,-3.74841443723554,3.826535344146682
-0.0026603146853147303,8.929719388811185,26.903694553846172,-2.19530318041958,0.6051236783216783,1.0452028685314676
3.55698986287953,4.170360311459357,4.197752925563175,-3.087616813907934,-1.7552213917727717,3.4613425308521024
-0.08987341932773116,5.528471267226887,-8.685364208403358,-0.06521786806722688,-0.48414926638655514,0.36206684033613484
5.44639182843137,7.12595233333333,-3.213251424019605,0.09049704166666661,-0.6517165955882346,-0.24812888970588254
2.2442249063883595,4.524495802656545,8.298752757115743,0.4786342675521827,0.030345691334598402,0.12981973814041745
2.2721919293993675,7.545884420442565,0.3343227924130664,0.43790608219178095,-0.17771649841938875,0.11442451422550053
2.5531724330554204,2.65131986856302,5.37237121628249,3.710807747915644,0.822699275134871,-4.493438045120154
